# Datenexport DiDok 3.0
# Verkehrspunktelemente actual date
# Erstellt am: 30.03.2020 23:04:08
# Bei Fragen zu den Daten wenden Sie sich an Fachstelle DiDok <didok@sbb.ch>
# (c) Fachstelle DiDok
############################################################################
SLOID;DS_NUMMER;DS_LAENDERCODE;GUELTIG_VON;GUELTIG_BIS;BEZEICHNUNG;BEZEICHNUNG_BETRIEBLICH;LAENGE;KANTENHOEHE;KOMPASSRICHTUNG;BPVE_ID;BPVE_TYPE;HALTEBEREICH_TYPE;E_LV95;N_LV95;Z_LV95;E_LV03;N_LV03;Z_LV03;E_WGS84;N_WGS84;Z_WGS84;DIDOK_CODE;GEAENDERT_AM;DS_SLOID;DS_BEZEICHNUNG_OFFIZIELL;DS_GO_IDENTIFIKATION;DS_GO_NUMMER;DS_GO_ABKUERZUNG_DE;DS_GO_ABKUERZUNG_FR;DS_GO_ABKUERZUNG_IT;DS_GO_ABKUERZUNG_EN
ch:1:sloid:92791:0:518520;92791;85;2020-01-06;2099-12-31;;boht01;68;29;289;;0;0;2498070.38;1119210.2;-9999;498071.0;119210.0;-9999;6.11769262;46.21660205;-9999;85927913;2019-12-06 08:18:39;ch:1:sloid:92791;Genève, Bouchet;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:92791:0:623732;92791;85;2020-01-06;2099-12-31;;boht02;68;22;289;;0;0;2498065.38;1119201.2;-9999;498066.0;119201.0;-9999;6.11762979;46.21652035;-9999;85927913;2019-12-06 08:18:40;ch:1:sloid:92791;Genève, Bouchet;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:92791:0:789069;92791;85;2020-01-06;2099-12-31;;boht00;25;15;302;;0;0;2498089.39;1119219.19;-9999;498090.0;119219.0;-9999;6.11793687;46.21668586;-9999;85927913;2019-12-06 08:18:38;ch:1:sloid:92791;Genève, Bouchet;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:93152:0:146573;93152;85;2020-01-06;2099-12-31;;chla01;36;13;87;;0;0;2497678.35;1118611.21;-9999;497679.0;118611.0;-9999;6.11274436;46.21115501;-9999;85931527;2019-12-06 08:33:57;ch:1:sloid:93152;Vernier, Châtelaine;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:93152:0:52757;93152;85;2020-01-06;2099-12-31;;chla00;23;14;271;;0;0;2497684.35;1118628.21;-9999;497685.0;118628.0;-9999;6.11281838;46.21130882;-9999;85931527;2019-12-06 08:33:55;ch:1:sloid:93152;Vernier, Châtelaine;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:80495:1:51;80495;85;2019-07-21;2099-12-31;;51;;;5;ch:1:sloid:80495:1;0;0;2699592;1258177;-9999;699591.1;258177.19;-9999;8.75962806;47.46682835;-9999;85804955;2020-02-13 07:04:07;ch:1:sloid:80495;Winterthur, Sennhof;100681;882;SBW;SBW;SBW;SBW
ch:1:sloid:80495:1:50;80495;85;2019-07-21;2099-12-31;;50;;;202;ch:1:sloid:80495:1;0;0;2699586;1258180;-9999;699585.1;258180.19;-9999;8.75954916;47.46685624;-9999;85804955;2020-02-13 07:04:04;ch:1:sloid:80495;Winterthur, Sennhof;100681;882;SBW;SBW;SBW;SBW
ch:1:sloid:80495:1;80495;85;2019-07-21;2099-12-31;Bus N68;;;;;;1;0;;;;;;;;;;85804955;2019-07-24 06:52:28;ch:1:sloid:80495;Winterthur, Sennhof;100681;882;SBW;SBW;SBW;SBW
ch:1:sloid:92865:0:247713;92865;85;2020-01-06;2099-12-31;;gevb00;;;244;;0;0;2501782.45;1117641.17;-9999;501783.0;117641.0;-9999;6.16612068;46.20304233;-9999;85928655;2019-12-06 08:21:49;ch:1:sloid:92865;Genève-Eaux-Vives, gare/Bloch;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:92865:0:374641;92865;85;2020-01-06;2099-12-31;;gevb01;;;63;;0;0;2501808.45;1117642.17;-9999;501809.0;117642.0;-9999;6.16645728;46.20305512;-9999;85928655;2019-12-06 08:21:50;ch:1:sloid:92865;Genève-Eaux-Vives, gare/Bloch;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:3672:1:71;3672;85;2019-07-21;2099-12-31;;71;;;0;ch:1:sloid:3672:1;0;0;2687720;1235256;-9999;687719.15;235256.11;-9999;8.59769002;47.26238363;-9999;85036723;2020-02-13 06:09:02;ch:1:sloid:3672;Horgen (See);100153;194;ZSG;ZSG;ZSG;ZSG
ch:1:sloid:3672:1:70;3672;85;2019-07-21;2099-12-31;;70;;;0;ch:1:sloid:3672:1;0;0;2687720;1235256;-9999;687719.15;235256.11;-9999;8.59769002;47.26238363;-9999;85036723;2020-02-13 06:09:00;ch:1:sloid:3672;Horgen (See);100153;194;ZSG;ZSG;ZSG;ZSG
ch:1:sloid:3672:1;3672;85;2019-07-21;2099-12-31;ZSG Schiffsteg;;;;;;1;0;;;;;;;;;;85036723;2019-07-24 06:26:47;ch:1:sloid:3672;Horgen (See);100153;194;ZSG;ZSG;ZSG;ZSG
ch:1:sloid:3671:1:70;3671;85;2019-07-21;2099-12-31;;70;;;0;ch:1:sloid:3671:1;0;0;2691608;1234002;-9999;691607.14;234002.14;-9999;8.64879948;47.25057781;-9999;85036715;2020-02-13 06:08:55;ch:1:sloid:3671;Halbinsel Au;100153;194;ZSG;ZSG;ZSG;ZSG
ch:1:sloid:3671:1:71;3671;85;2019-07-21;2099-12-31;;71;;;0;ch:1:sloid:3671:1;0;0;2691608;1234002;-9999;691607.14;234002.14;-9999;8.64879948;47.25057781;-9999;85036715;2020-02-13 06:08:57;ch:1:sloid:3671;Halbinsel Au;100153;194;ZSG;ZSG;ZSG;ZSG
ch:1:sloid:3671:1;3671;85;2019-07-21;2099-12-31;ZSG Schiffsteg;;;;;;1;0;;;;;;;;;;85036715;2019-07-24 06:26:46;ch:1:sloid:3671;Halbinsel Au;100153;194;ZSG;ZSG;ZSG;ZSG
ch:1:sloid:94297:1;94297;85;2019-07-21;2099-12-31;Bus 674;;;;;;1;0;;;;;;;;;;85942979;2019-07-24 07:36:20;ch:1:sloid:94297;Seuzach, Breitestrasse;100602;801;PAG;PAG;PAG;PAG
ch:1:sloid:94199:1;94199;85;2019-07-21;2099-12-31;Bus 674;;;;;;1;0;;;;;;;;;;85941997;2019-07-24 07:35:56;ch:1:sloid:94199;Seuzach, Mörsburgstrasse;100602;801;PAG;PAG;PAG;PAG
ch:1:sloid:87684:1:81;87684;85;2019-07-21;2099-12-31;;81;;;45;ch:1:sloid:87684:1;0;0;2695734;1233883;-9999;695733.13;233883.18;-9999;8.70327074;47.24892236;-9999;85876847;2020-02-13 07:11:59;ch:1:sloid:87684;Männedorf, Asylstrasse;100637;838;VZO;VZO;VZO;VZO
ch:1:sloid:87684:1:80;87684;85;2019-07-21;2099-12-31;;80;;;320;ch:1:sloid:87684:1;0;0;2695761;1233884;-9999;695760.13;233884.18;-9999;8.70362756;47.24892744;-9999;85876847;2020-02-13 07:11:57;ch:1:sloid:87684;Männedorf, Asylstrasse;100637;838;VZO;VZO;VZO;VZO
ch:1:sloid:87684:1:51;87684;85;2019-07-21;2099-12-31;;51;;10;106;ch:1:sloid:87684:1;0;0;2695625;1233958;-9999;695624.13;233958.18;-9999;8.70184705;47.24961266;-9999;85876847;2020-02-13 07:11:55;ch:1:sloid:87684;Männedorf, Asylstrasse;100637;838;VZO;VZO;VZO;VZO
ch:1:sloid:87684:1:50;87684;85;2019-07-21;2099-12-31;;50;;;294;ch:1:sloid:87684:1;0;0;2695629;1233959;-9999;695628.13;233959.18;-9999;8.70190009;47.24962107;-9999;85876847;2020-02-13 07:11:52;ch:1:sloid:87684;Männedorf, Asylstrasse;100637;838;VZO;VZO;VZO;VZO
ch:1:sloid:87684:1;87684;85;2019-07-21;2099-12-31;Bus 925;;;;;;1;0;;;;;;;;;;85876847;2019-07-24 06:58:01;ch:1:sloid:87684;Männedorf, Asylstrasse;100637;838;VZO;VZO;VZO;VZO
ch:1:sloid:87683:1:51;87683;85;2019-07-21;2099-12-31;;51;;10;119;ch:1:sloid:87683:1;0;0;2695247;1234128;-9999;695246.13;234128.18;-9999;8.69689048;47.25119616;-9999;85876839;2020-02-13 07:11:50;ch:1:sloid:87683;Männedorf, Spital;100637;838;VZO;VZO;VZO;VZO
ch:1:sloid:87683:1:50;87683;85;2019-07-21;2099-12-31;;50;;;297;ch:1:sloid:87683:1;0;0;2695265;1234120;-9999;695264.13;234120.18;-9999;8.69712654;47.25112162;-9999;85876839;2020-02-13 07:11:48;ch:1:sloid:87683;Männedorf, Spital;100637;838;VZO;VZO;VZO;VZO
ch:1:sloid:87683:1;87683;85;2019-07-21;2099-12-31;Bus 925;;;;;;1;0;;;;;;;;;;85876839;2019-07-24 06:57:59;ch:1:sloid:87683;Männedorf, Spital;100637;838;VZO;VZO;VZO;VZO
ch:1:sloid:88734:1:51;88734;85;2020-01-22;2099-12-31;;51;;11;116;ch:1:sloid:88734:1;0;0;2694788;1235143;-9999;694787.13;235143.18;-9999;8.69104189;47.26039052;-9999;85887349;2020-02-13 07:27:31;ch:1:sloid:88734;Männedorf, Im Russer;100637;838;VZO;VZO;VZO;VZO
ch:1:sloid:88734:1:50;88734;85;2019-07-21;2099-12-31;;50;;16;300;ch:1:sloid:88734:1;0;0;2694734;1235174;-9999;694733.13;235174.18;-9999;8.69033505;47.26067707;-9999;85887349;2020-02-13 07:27:28;ch:1:sloid:88734;Männedorf, Im Russer;100637;838;VZO;VZO;VZO;VZO
ch:1:sloid:88734:1;88734;85;2019-07-21;2099-12-31;Bus 920,925;;;;;;1;0;;;;;;;;;;85887349;2019-07-24 07:02:32;ch:1:sloid:88734;Männedorf, Im Russer;100637;838;VZO;VZO;VZO;VZO
ch:1:sloid:3664:1:70;3664;85;2019-07-21;2099-12-31;;70;;;0;ch:1:sloid:3664:1;0;0;2694645;1234288;-9999;694644.13;234288.17;-9999;8.68897278;47.25272166;-9999;85036640;2020-02-13 06:08:33;ch:1:sloid:3664;Männedorf (See);100153;194;ZSG;ZSG;ZSG;ZSG
ch:1:sloid:3664:1;3664;85;2019-07-21;2099-12-31;ZSG Schiffsteg;;;;;;1;0;;;;;;;;;;85036640;2019-07-24 06:26:28;ch:1:sloid:3664;Männedorf (See);100153;194;ZSG;ZSG;ZSG;ZSG
ch:1:sloid:94283:1:50;94283;85;2019-07-21;2099-12-31;;50;;18;300;ch:1:sloid:94283:1;0;0;2695137;1234373;-9999;695136.13;234373.18;-9999;8.69548941;47.25341541;-9999;85942839;2020-02-13 09:26:07;ch:1:sloid:94283;Männedorf, Zentrum Leue;100637;838;VZO;VZO;VZO;VZO
ch:1:sloid:94283:1:51;94283;85;2019-07-21;2099-12-31;;51;;18;120;ch:1:sloid:94283:1;0;0;2695153;1234361;-9999;695152.13;234361.18;-9999;8.69569822;47.25330518;-9999;85942839;2020-02-13 09:26:09;ch:1:sloid:94283;Männedorf, Zentrum Leue;100637;838;VZO;VZO;VZO;VZO
ch:1:sloid:94283:1;94283;85;2019-07-21;2099-12-31;Bus;;;;;;1;0;;;;;;;;;;85942839;2019-07-24 07:36:19;ch:1:sloid:94283;Männedorf, Zentrum Leue;100637;838;VZO;VZO;VZO;VZO
ch:1:sloid:76028:1:50;76028;85;2020-01-22;2099-12-31;;50;;10;235;ch:1:sloid:76028:1;0;0;2695304;1234327;-9999;695303.13;234327.18;-9999;8.69768553;47.25297763;-9999;85760280;2020-02-13 06:34:01;ch:1:sloid:76028;Männedorf, Kirchweg;100637;838;VZO;VZO;VZO;VZO
ch:1:sloid:76028:1:52;76028;85;2020-01-22;2099-12-31;;52;;11;54;ch:1:sloid:76028:1;0;0;2695320;1234332;-9999;695319.13;234332.18;-9999;8.69789793;47.25302029;-9999;85760280;2020-02-13 06:34:08;ch:1:sloid:76028;Männedorf, Kirchweg;100637;838;VZO;VZO;VZO;VZO
ch:1:sloid:76028:1:51;76028;85;2020-01-22;2099-12-31;;51;;11;54;ch:1:sloid:76028:1;0;0;2695320;1234332;-9999;695319.13;234332.18;-9999;8.69789793;47.25302029;-9999;85760280;2020-02-13 06:34:05;ch:1:sloid:76028;Männedorf, Kirchweg;100637;838;VZO;VZO;VZO;VZO
ch:1:sloid:76028:1;76028;85;2019-07-21;2099-12-31;Bus 925,940,945;;;;;;1;0;;;;;;;;;;85760280;2019-07-24 06:43:42;ch:1:sloid:76028;Männedorf, Kirchweg;100637;838;VZO;VZO;VZO;VZO
ch:1:sloid:76029:1:52;76029;85;2019-07-21;2099-12-31;;52;;16;139;ch:1:sloid:76029:1;0;0;2694959;1234321;-9999;694958.13;234321.18;-9999;8.69312726;47.25297337;-9999;85760298;2020-02-13 06:34:15;ch:1:sloid:76029;Männedorf, Bahnhof;100637;838;VZO;VZO;VZO;VZO
ch:1:sloid:76029:1:50;76029;85;2019-07-21;2099-12-31;;50;;16;303;ch:1:sloid:76029:1;0;0;2694953;1234336;-9999;694952.13;234336.18;-9999;8.69305118;47.25310913;-9999;85760298;2020-02-13 06:34:10;ch:1:sloid:76029;Männedorf, Bahnhof;100637;838;VZO;VZO;VZO;VZO
ch:1:sloid:76029:1:53;76029;85;2019-07-21;2099-12-31;;53;;16;129;ch:1:sloid:76029:1;0;0;2694986;1234303;-9999;694985.13;234303.18;-9999;8.69348009;47.2528076;-9999;85760298;2020-02-13 06:34:17;ch:1:sloid:76029;Männedorf, Bahnhof;100637;838;VZO;VZO;VZO;VZO
ch:1:sloid:76029:1:51;76029;85;2019-07-21;2099-12-31;;51;;16;315;ch:1:sloid:76029:1;0;0;2694970;1234322;-9999;694969.13;234322.18;-9999;8.69327277;47.25298078;-9999;85760298;2020-02-13 06:34:13;ch:1:sloid:76029;Männedorf, Bahnhof;100637;838;VZO;VZO;VZO;VZO
ch:1:sloid:76029:1;76029;85;2019-07-21;2099-12-31;845,925,940,945;;;;;;1;0;;;;;;;;;;85760298;2019-07-24 06:43:44;ch:1:sloid:76029;Männedorf, Bahnhof;100637;838;VZO;VZO;VZO;VZO
ch:1:sloid:76027:1:51;76027;85;2019-07-21;2099-12-31;;51;;12;75;ch:1:sloid:76027:1;0;0;2695645;1234381;-9999;695644.13;234381.18;-9999;8.70220119;47.25341397;-9999;85760272;2020-02-13 06:33:58;ch:1:sloid:76027;Männedorf, Glärnischstrasse;100637;838;VZO;VZO;VZO;VZO
ch:1:sloid:76027:1:50;76027;85;2019-07-21;2099-12-31;;50;;12;208;ch:1:sloid:76027:1;0;0;2695673;1234410;-9999;695672.13;234410.18;-9999;8.7025772;47.25367072;-9999;85760272;2020-02-13 06:33:56;ch:1:sloid:76027;Männedorf, Glärnischstrasse;100637;838;VZO;VZO;VZO;VZO
ch:1:sloid:76027:1;76027;85;2019-07-21;2099-12-31;Bus 925,940,945;;;;;;1;0;;;;;;;;;;85760272;2019-07-24 06:43:41;ch:1:sloid:76027;Männedorf, Glärnischstrasse;100637;838;VZO;VZO;VZO;VZO
ch:1:sloid:96093:0:850787;96093;85;2020-01-06;2099-12-31;;coet01;;;35;;0;0;2504072.31;1130170.59;-9999;504073.0;130170.0;-9999;6.19320305;46.31606867;-9999;85960930;2019-12-06 08:47:46;ch:1:sloid:96093;Coppet, bourg;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:94947:0:660017;94947;85;2020-01-06;2099-12-31;;pldo00;15;14;174;;0;0;2488254.23;1115054.14;-9999;488255.0;115054.0;-9999;5.99150283;46.17766187;-9999;85949479;2019-12-06 08:38:31;ch:1:sloid:94947;La Plaine, douane;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:94947:0:961068;94947;85;2020-01-06;2099-12-31;;pldo01;15;14;352;;0;0;2488267.23;1115062.14;-9999;488268.0;115062.0;-9999;5.99166923;46.17773598;-9999;85949479;2019-12-06 08:38:32;ch:1:sloid:94947;La Plaine, douane;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:92768:0:409525;92768;85;2020-01-06;2099-12-31;;plec01;;;270;;0;0;2489130.24;1115071.15;-9999;489131.0;115071.0;-9999;6.00284083;46.17795976;-9999;85927681;2019-12-06 08:17:43;ch:1:sloid:92768;La Plaine, école;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:92768:0:83821;92768;85;2020-01-06;2099-12-31;;plec00;15;15;88;;0;0;2489171.24;1115063.15;-9999;489172.0;115063.0;-9999;6.00337359;46.17789457;-9999;85927681;2019-12-06 08:17:42;ch:1:sloid:92768;La Plaine, école;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:87073:0:482161;87073;85;2020-01-06;2099-12-31;;plai01;;;285;;0;0;2488875.23;1115144.15;-9999;488876.0;115144.0;-9999;5.99952181;46.17857429;-9999;85870733;2019-12-06 08:07:18;ch:1:sloid:87073;La Plaine, gare;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:87073:0:537295;87073;85;2020-01-06;2099-12-31;;plai00;;;95;;0;0;2488894.23;1115131.15;-9999;488895.0;115131.0;-9999;5.9997709;46.1784605;-9999;85870733;2019-12-06 08:07:17;ch:1:sloid:87073;La Plaine, gare;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:92767:0:262246;92767;85;2020-01-06;2099-12-31;;lado01;15;15;201;;0;0;2489553.26;1115785.16;-9999;489554.0;115785.0;-9999;6.00814911;46.18445131;-9999;85927673;2019-12-06 08:17:41;ch:1:sloid:92767;Dardagny, La Donzelle;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:92767:0:716568;92767;85;2020-01-06;2099-12-31;;lado00;21;15;21;;0;0;2489564.26;1115790.16;-9999;489565.0;115790.0;-9999;6.00829037;46.18449808;-9999;85927673;2019-12-06 08:17:40;ch:1:sloid:92767;Dardagny, La Donzelle;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:92769:0:141972;92769;85;2020-01-06;2099-12-31;;mlin01;10;15;202;;0;0;2489469.25;1115442.16;-9999;489470.0;115442.0;-9999;6.00714244;46.1813525;-9999;85927699;2019-12-06 08:17:45;ch:1:sloid:92769;Dardagny, Le Moulin;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:92769:0:569343;92769;85;2020-01-06;2099-12-31;;mlin00;;;25;;0;0;2489487.25;1115463.16;-9999;489488.0;115463.0;-9999;6.00737055;46.18154434;-9999;85927699;2019-12-06 08:17:44;ch:1:sloid:92769;Dardagny, Le Moulin;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:93137:0:156509;93137;85;2020-01-06;2099-12-31;;aire02;20;24;312;;0;0;2496920.35;1117521.2;-9999;496921.0;117521.0;-9999;6.10316471;46.20123534;-9999;85931378;2019-12-06 08:33:19;ch:1:sloid:93137;Vernier, Aïre;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:93137:0:952467;93137;85;2020-01-06;2099-12-31;;aire01;19;16;130;;0;0;2496927.35;1117493.2;-9999;496928.0;117493.0;-9999;6.10326161;46.20098458;-9999;85931378;2019-12-06 08:33:17;ch:1:sloid:93137;Vernier, Aïre;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:93137:0:956466;93137;85;2020-01-06;2099-12-31;;aire00;20;22;233;;0;0;2497015.35;1117537.2;-9999;497016.0;117537.0;-9999;6.10439176;46.20139382;-9999;85931378;2019-12-06 08:33:16;ch:1:sloid:93137;Vernier, Aïre;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:93173:0:623880;93173;85;2020-01-06;2099-12-31;;tlig01;12;19;106;;0;0;2496204.33;1117471.2;-9999;496205.0;117471.0;-9999;6.09390108;46.20067541;-9999;85931733;2019-12-06 08:34:44;ch:1:sloid:93173;Vernier, Lignon-Tours;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:93173:0:613495;93173;85;2020-01-06;2099-12-31;;tlig00;27;13;286;;0;0;2496142.33;1117501.2;-9999;496143.0;117501.0;-9999;6.09309125;46.20093567;-9999;85931733;2019-12-06 08:34:43;ch:1:sloid:93173;Vernier, Lignon-Tours;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:93173:0:416485;93173;85;2020-01-06;2099-12-31;;tlig02;15;20;85;;0;0;2496167.33;1117472.2;-9999;496168.0;117472.0;-9999;6.09342158;46.20067869;-9999;85931733;2019-12-06 08:34:45;ch:1:sloid:93173;Vernier, Lignon-Tours;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:93171:0:561470;93171;85;2020-01-06;2099-12-31;;sigl01;25;15;291;;0;0;2496925.29;1118088.21;-9999;496926.0;118088.0;-9999;6.10310353;46.20633592;-9999;85931717;2019-12-06 08:34:40;ch:1:sloid:93171;Vernier, SIG Lignon;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:93171:0:3091;93171;85;2020-01-06;2099-12-31;;sigl00;25;15;111;;0;0;2497025.3;1118043.21;-9999;497026.0;118043.0;-9999;6.10440903;46.20594649;-9999;85931717;2019-12-06 08:34:38;ch:1:sloid:93171;Vernier, SIG Lignon;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:92986:0:241325;92986;85;2020-01-06;2099-12-31;;uber01;35;10;158;;0;0;2497396.4;1116608.2;-9999;497397.0;116608.0;-9999;6.10953187;46.19309632;-9999;85929869;2019-12-06 08:27:00;ch:1:sloid:92986;Petit-Lancy, Lancy-Hubert;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:92986:0:224178;92986;85;2020-01-06;2099-12-31;;uber00;30;15;338;;0;0;2497434.41;1116531.2;-9999;497435.0;116531.0;-9999;6.11004102;46.19240955;-9999;85929869;2019-12-06 08:26:59;ch:1:sloid:92986;Petit-Lancy, Lancy-Hubert;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:92975:0:474397;92975;85;2020-01-06;2099-12-31;;bssn00;23;21;164;;0;0;2497597.44;1116299.2;-9999;497598.0;116299.0;-9999;6.11220338;46.19034775;-9999;85929752;2019-12-06 08:26:32;ch:1:sloid:92975;Petit-Lancy, Bossons;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:92975:0:695665;92975;85;2020-01-06;2099-12-31;;bssn01;30;22;350;;0;0;2497608.44;1116352.2;-9999;497609.0;116352.0;-9999;6.11233422;46.19082612;-9999;85929752;2019-12-06 08:26:34;ch:1:sloid:92975;Petit-Lancy, Bossons;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:87082:0:401567;87082;85;2020-01-06;2099-12-31;;ptla00;58;23;222;;0;0;2498125.48;1116279.2;-9999;498126.0;116279.0;-9999;6.11904627;46.19024812;-9999;85870824;2019-12-06 08:07:48;ch:1:sloid:87082;Petit-Lancy, place;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:87082:0:236392;87082;85;2020-01-06;2099-12-31;;ptla02;21;15;112;;0;0;2498153.48;1116238.2;-9999;498154.0;116238.0;-9999;6.11941778;46.1898836;-9999;85870824;2019-12-06 08:07:50;ch:1:sloid:87082;Petit-Lancy, place;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:87082:0:348342;87082;85;2020-01-06;2099-12-31;;ptla01;58;24;42;;0;0;2498170.48;1116314.2;-9999;498171.0;116314.0;-9999;6.11962141;46.19056973;-9999;85870824;2019-12-06 08:07:49;ch:1:sloid:87082;Petit-Lancy, place;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:87418:0:521517;87418;85;2020-01-06;2099-12-31;;esrt05;25;14;334;;0;0;2497602.43;1116121.2;-9999;497603.0;116121.0;-9999;6.11230705;46.18874753;-9999;85874180;2019-12-06 08:09:09;ch:1:sloid:87418;Petit-Lancy, Les Esserts;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:87418:0:37630;87418;85;2020-01-06;2099-12-31;;esrt04;36;14;331;;0;0;2497782.46;1116066.21;-9999;497783.0;116066.0;-9999;6.11465045;46.1882803;-9999;85874180;2019-12-06 08:09:08;ch:1:sloid:87418;Petit-Lancy, Les Esserts;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:87418:0:85264;87418;85;2020-01-06;2099-12-31;;esrt00;69;22;244;;0;0;2497625.43;1116042.2;-9999;497626.0;116042.0;-9999;6.11262221;46.1880405;-9999;85874180;2019-12-06 08:09:05;ch:1:sloid:87418;Petit-Lancy, Les Esserts;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:87418:0:931225;87418;85;2020-01-06;2099-12-31;;esrt06;14;20;336;;0;0;2497579.43;1116171.2;-9999;497580.0;116171.0;-9999;6.11199821;46.18919374;-9999;85874180;2019-12-06 08:09:10;ch:1:sloid:87418;Petit-Lancy, Les Esserts;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:87418:0:132652;87418;85;2020-01-06;2099-12-31;;esrt03;36;14;156;;0;0;2497690.45;1116102.2;-9999;497691.0;116102.0;-9999;6.113451;46.18859007;-9999;85874180;2019-12-06 08:09:07;ch:1:sloid:87418;Petit-Lancy, Les Esserts;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:87418:0:906408;87418;85;2020-01-06;2099-12-31;;esrt01;69;23;64;;0;0;2497690.44;1116060.2;-9999;497691.0;116060.0;-9999;6.11346016;46.18821231;-9999;85874180;2019-12-06 08:09:06;ch:1:sloid:87418;Petit-Lancy, Les Esserts;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:92993:0:51352;92993;85;2020-01-06;2099-12-31;;prmo01;21;21;320;;0;0;2497910.46;1115887.21;-9999;497911.0;115887.0;-9999;6.11634721;46.18668982;-9999;85929935;2019-12-06 08:27:18;ch:1:sloid:92993;Petit-Lancy, Pré-Monnard;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:92993:0:150302;92993;85;2020-01-06;2099-12-31;;prmo00;24;12;140;;0;0;2497927.45;1115839.21;-9999;497928.0;115839.0;-9999;6.1165778;46.18626067;-9999;85929935;2019-12-06 08:27:17;ch:1:sloid:92993;Petit-Lancy, Pré-Monnard;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:92997:0:951274;92997;85;2020-01-06;2099-12-31;;marb00;24;14;274;;0;0;2498069.43;1116978.2;-9999;498070.0;116978.0;-9999;6.11816775;46.19652658;-9999;85929976;2019-12-06 08:27:24;ch:1:sloid:92997;Petit-Lancy, Les Marbriers;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:92997:0:117238;92997;85;2020-01-06;2099-12-31;;marb01;21;7;95;;0;0;2498032.43;1116972.2;-9999;498033.0;116972.0;-9999;6.11768983;46.19646702;-9999;85929976;2019-12-06 08:27:25;ch:1:sloid:92997;Petit-Lancy, Les Marbriers;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:92979:0:461822;92979;85;2020-01-06;2099-12-31;;cimt01;20;14;81;;0;0;2497870.42;1117040.2;-9999;497871.0;117040.0;-9999;6.11557652;46.19705407;-9999;85929794;2019-12-06 08:26:43;ch:1:sloid:92979;Petit-Lancy, Cimetière St-G.;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:92979:0:364565;92979;85;2020-01-06;2099-12-31;;cimt00;30;9;261;;0;0;2497839.41;1117046.2;-9999;497840.0;117046.0;-9999;6.11517366;46.19710333;-9999;85929794;2019-12-06 08:26:42;ch:1:sloid:92979;Petit-Lancy, Cimetière St-G.;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:92995:0:127988;92995;85;2020-01-06;2099-12-31;;quid01;42;23;43;;0;0;2498520.46;1116677.19;-9999;498521.0;116677.0;-9999;6.12407499;46.19388745;-9999;85929950;2019-12-06 08:27:23;ch:1:sloid:92995;Petit-Lancy, Quidort;100680;881;TPG;TPG;TPG;TPG
ch:1:sloid:92995:0:27066;92995;85;2020-01-06;2099-12-31;;quid00;42;23;223;;0;0;2498483.46;1116652.19;-9999;498484.0;116652.0;-9999;6.12360123;46.19365702;-9999;85929950;2019-12-06 08:27:22;ch:1:sloid:92995;Petit-Lancy, Quidort;100680;881;TPG;TPG;TPG;TPG
